"cli -c ""show log messages|no-more ""  " 
"Nov 11 22:30:46.396  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:30:46.396  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:30:46.636  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64607204)"
"Nov 11 22:30:46.637  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:30:46.637  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 22:30:49.480  timex-re0 : %PFE-3: fpc3 CMT: Failed to start ASICs, PFE ID 2"
"Nov 11 22:30:49.738  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64608664)"
"Nov 11 22:30:55.206  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.25+56360"
"Nov 11 22:30:55.206  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.25+56360 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.25+56360"
"Nov 11 22:31:00.802  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 22:31:00.802  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:00.802  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:31:01.042  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64608664)"
"Nov 11 22:31:01.042  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:01.042  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 22:31:01.966  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64609887)"
"Nov 11 22:31:04.091  timex-re0 : %PFE-0: fpc3 CMT: Fatal ASIC initialization error, Offlining FPC"
"Nov 11 22:31:04.365  timex-re0 : %PFE-3: fpc3 HSL2: Missing end/ends for table-trained/channel-trained channel in offset 40"
"Nov 11 22:31:04.479  timex-re0 : %PFE-3: fpc3 HSL2: Table-trained sub_table 0 failed verification."
"Nov 11 22:31:04.568  timex-re0 : %PFE-3: fpc3 HSL2: cmtfpc_hsl2_bringup: hsl2_table_trained_bringup failed (1)"
"Nov 11 22:31:04.669  timex-re0 : %PFE-3: fpc3 CMT: Failed to initialize HSL2 channels: generic failure"
"Nov 11 22:31:04.761  timex-re0 : %PFE-0: fpc3 CMT: Error initializing PFE asics"
"Nov 11 22:31:04.837  timex-re0 : %PFE-3: fpc3 CMLC: Master closed connection (errno=38)"
"Nov 11 22:31:04.999  timex-re0 : %PFE-0: fpc3 CMLC: Chassis Manager terminated"
"Nov 11 22:31:13.491  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 22:31:13.491  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:13.491  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:31:13.731  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64609887)"
"Nov 11 22:31:13.732  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:13.732  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 22:31:16.802  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64611370)"
"Nov 11 22:31:20.709  timex-re0 xntpd: %NTP-3: NTP Server 10.85.0.36 is Unreachable"
"Nov 11 22:31:21.349  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.21+52172"
"Nov 11 22:31:21.349  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.21+52172 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.21+52172"
"Nov 11 22:31:22.717  timex-re0 xntpd: %NTP-3: NTP Server 10.85.0.36 is Unreachable"
"Nov 11 22:31:26.717  timex-re0 last message repeated 2 times"
"Nov 11 22:31:27.320  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 22:31:27.320  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:27.320  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:31:27.561  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64611370)"
"Nov 11 22:31:27.561  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:27.561  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 22:31:27.719  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/500/5"
"Nov 11 22:31:27.719  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:33072) Foreign(0x80000013:8202)"
"Nov 11 22:31:28.486  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64612539)"
"Nov 11 22:31:28.709  timex-re0 xntpd: %NTP-3: NTP Server 10.85.0.36 is Unreachable"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:32780) Foreign(0x80000013:8200)"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6166) Foreign(0x80000013:8201)"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6157) Foreign(0x80000013:8203)"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6234) Foreign(0x80000013:8197)"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 11 22:31:30.351  timex-re0 kernel: %KERN-4: peer_inputs: 6385: Closing connection peer class: 0, type: 17, index: 3, vksid: 0, state: 2, err 5"
"Nov 11 22:31:30.709  timex-re0 xntpd: %NTP-3: NTP Server 10.85.0.36 is Unreachable"
"Nov 11 22:31:36.708  timex-re0 last message repeated 3 times"
"Nov 11 22:31:40.381  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 22:31:40.382  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:40.382  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:31:40.618  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64612539)"
"Nov 11 22:31:40.618  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:40.619  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 22:31:43.683  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64614058)"
"Nov 11 22:31:54.072  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_tx init delayed"
"Nov 11 22:31:54.072  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_rx init delayed"
"Nov 11 22:31:55.580  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 22:31:55.580  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:55.580  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:31:55.820  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64614058)"
"Nov 11 22:31:55.820  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:31:55.821  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 22:31:56.548  timex-re0 : %PFE-5: fpc3 CLKSYNC: master RE connection made"
"Nov 11 22:31:56.745  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64615364)"
"Nov 11 22:31:58.200  timex-re0 : %PFE-5: fpc3 L2ALM master RE connection made"
"Nov 11 22:31:58.353  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_add init delayed"
"Nov 11 22:31:58.423  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_chg init delayed"
"Nov 11 22:31:58.497  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_del init delayed"
"Nov 11 22:31:58.863  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_add init delayed"
"Nov 11 22:31:58.934  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_chg init delayed"
"Nov 11 22:31:59.010  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_del init delayed"
"Nov 11 22:31:59.366  timex-re0 : %PFE-5: fpc3 pfe_pme_max 25"
"Nov 11 22:31:59.934  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.6+65137"
"Nov 11 22:31:59.934  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.6+65137 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.6+65137"
"Nov 11 22:32:07.565  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 22:32:07.565  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:07.565  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:32:07.805  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64615364)"
"Nov 11 22:32:07.805  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:07.806  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 22:32:09.382  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.31+52122"
"Nov 11 22:32:09.382  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.31+52122 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.31+52122"
"Nov 11 22:32:09.594  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.7+49608"
"Nov 11 22:32:09.594  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.7+49608 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.7+49608"
"Nov 11 22:32:11.217  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64616812)"
"Nov 11 22:32:22.260  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 22:32:22.260  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:22.260  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:32:22.500  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64616812)"
"Nov 11 22:32:22.500  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:22.500  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 22:32:23.425  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64618033)"
"Nov 11 22:32:26.530  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Memory Error"
"Nov 11 22:32:26.536  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Test Name:Unique Address (Top-Down)"
"Nov 11 22:32:26.541  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Count: 1"
"Nov 11 22:32:26.545  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Address: Raw: 0x0000000001aa02b8 Cell: 0x000000000006a80a, Burst: 0, Bank: 7"
"Nov 11 22:32:26.698  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Actual Data:   0x00000000000000afebebf8f000480012"
"Nov 11 22:32:26.816  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Expected Data: 0x00000000000000afebebfaf000480012"
"Nov 11 22:32:26.938  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Vector Data:   0x00000000000000000000000000000020"
"Nov 11 22:32:27.055  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Vector:   0x00000000000000000000020000000000"
"Nov 11 22:32:27.178  timex-re0 : %PFE-0: fpc3 LUCHIP(2): Bist RLDRAM 2 failed, FRU:U3656 (LUCHIP2_RLDRAM2)"
"Nov 11 22:32:27.279  timex-re0 : %PFE-3: fpc3 CMT: LU2 init failed, generic failure"
"Nov 11 22:32:27.352  timex-re0 : %PFE-3: fpc3 CMT: Failed to init LU chip 2.0"
"Nov 11 22:32:33.189  timex-re0 : %PFE-3: fpc3 CMT: Failed to start ASICs, PFE ID 2"
"Nov 11 22:32:34.632  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 22:32:34.632  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:34.632  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 22:32:34.872  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64618033)"
"Nov 11 22:32:34.873  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 22:32:34.873  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 22:32:37.942  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 64619484)"
"Nov 11 22:32:39.150  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.26+60204"
"Nov 11 22:32:39.150  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.26+60204 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.26+60204"
"Nov 11 22:32:43.742  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.34+61196"
"Nov 11 22:32:43.742  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.34+61196 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.34+61196"
"Nov 11 22:32:44.532  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.33+64712"
"Nov 11 22:32:44.532  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.33+64712 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.33+64712"
"Nov 11 22:32:47.796  timex-re0 : %PFE-0: fpc3 CMT: Fatal ASIC initialization error, Offlining FPC"
